poid,milestone,invoice_no,po_type
1011HG2894715-305-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-305-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-308-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-308-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-330-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-330-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-331-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-331-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-332-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-332-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-332-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-348-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-348-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-348-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-385-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-390-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-390-5-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-390-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-390-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-391-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-391-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-392-4-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-392-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-392-5-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-392-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-392-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-400-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-401-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-402-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-103-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-103-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-108-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-93-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-94-3-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-94-2-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-94-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-95-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894717-97-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-100-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-120-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-122-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-123-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-131-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-134-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-135-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894718-77-1-1,MS1,INV-000149,SERVICE_PROCUREMENT
1011HG2894715-199-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-207-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-333-3-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-333-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-334-3-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-334-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-335-3-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-335-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-336-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-336-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-337-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-338-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-339-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-340-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-399-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-399-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-442-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-443-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-444-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-110-4-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-110-3-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-110-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-113-4-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-113-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-113-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-188-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-200-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894717-200-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894718-96-2-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894718-96-1-1,MS1,INV-000150,SERVICE_PROCUREMENT
1011HG2894715-341-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-341-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-342-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-342-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-396-4-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-396-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-396-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-406-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-406-4-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-406-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-426-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-426-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-427-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-427-4-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-427-5-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-428-2-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-428-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-440-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-446-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-449-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894717-111-2-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894717-111-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894717-199-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894717-199-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894717-206-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-126-2-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-126-3-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-132-2-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-132-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-132-4-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-158-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894718-159-1-1,MS1,INV-000151,SERVICE_PROCUREMENT
1011HG2894715-110-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-120-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-195-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-330-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-394-3-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-394-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-394-2-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-395-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-395-2-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-395-3-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-423-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-424-2-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-424-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-429-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-430-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-441-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-445-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-447-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-448-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-451-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-452-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-453-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-454-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-61-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-76-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-85-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-86-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-87-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-110-5-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-112-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-114-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-114-3-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-114-4-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-123-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-129-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-134-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-142-2-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-148-2-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-166-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-167-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-169-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-205-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-207-2-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-207-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894717-207-3-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894718-19-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894718-20-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894718-21-1-1,MS1,INV-000154,SERVICE_PROCUREMENT
1011HG2894715-1-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-1-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-123-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-124-6-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-124-5-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-124-7-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-126-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-129-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-140-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-140-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-197-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-197-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-310-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-38-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-423-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-425-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-425-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-64-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-68-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-69-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-7-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-72-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-73-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-77-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-79-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-80-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-81-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-84-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-88-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-149-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-149-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-156-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-156-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-159-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-159-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-163-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-163-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-168-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-171-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-171-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-172-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-172-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-175-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-175-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-176-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-176-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-181-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-181-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-201-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-204-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-204-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-28-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-29-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-4-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-4-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-61-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-61-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-67-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-67-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-77-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-77-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-96-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-96-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894717-96-3-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-101-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-13-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-154-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-18-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-25-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-26-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-27-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-28-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-29-1-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894718-99-2-1,MS1,INV-000155,SERVICE_PROCUREMENT
1011HG2894715-71-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-130-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894718-90-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894715-187-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-131-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-164-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-154-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-132-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-154-2-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894715-121-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894715-70-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-133-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894717-71-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894715-82-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894715-186-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894715-298-1-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894718-90-2-1,MS1,INV-000156,SERVICE_PROCUREMENT
1011HG2894718-124-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-353-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-345-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-352-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-462-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-138-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-133-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-461-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-94-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-93-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-191-3-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-397-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-125-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-102-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-129-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-125-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-136-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-137-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-125-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-431-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-186-3-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-186-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-185-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-397-3-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-421-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-397-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-129-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-102-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-350-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-347-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-352-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-210-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-73-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-95-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-195-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-202-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-185-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-193-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-187-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-397-4-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-101-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-127-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-349-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-353-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-349-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-344-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-343-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-350-2-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894718-92-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-191-1-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894717-187-3-1,MS1,INV-000157,SERVICE_PROCUREMENT
1011HG2894715-301-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-302-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-305-3-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-308-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-341-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-342-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-348-5-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-348-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-391-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-395-5-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-395-4-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-396-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-406-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-406-5-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-426-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-427-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-427-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-428-3-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-463-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-464-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-465-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-466-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-467-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-468-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-469-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-470-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-471-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894715-482-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-103-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-107-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-107-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-109-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-111-3-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-199-2-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-200-3-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-216-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894717-224-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894718-126-1-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894718-132-3-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894718-132-5-1,MS1,INV-000158,SERVICE_PROCUREMENT
1011HG2894718-88-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894715-169-5-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894715-169-2-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894717-203-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-27-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894715-334-2-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894715-335-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894717-145-4-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894717-145-2-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894718-155-3-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-77-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-10-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894717-114-2-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894718-184-3-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-74-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894718-155-2-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-28-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-78-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG3068809-75-1-1,MS1,INV-000160,SERVICE_PROCUREMENT
1011HG2894715-336-3-1,MS1,INV-000160,SERVICE_PROCUREMENT
